id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,questionsummary,rightanswer,responsesummary,timemodified,category,parent,name,questiontext,questiontextformat,generalfeedback,generalfeedbackformat,defaultmark,penalty,qtype,length,stamp,version,hidden,timecreated,createdby,modifiedby,idnumber
31,2,25,deferredfeedback,31,1,1.0000000,0.0000000,1.0000000,0,"A Windows service is a computer program that operates in the background. It is similar in concept to what in Linux?
: process
; shell script
; daemon
; service
","daemon
",,1602696779,11,0,Q31,"<p><span style=""font-size:10pt"">A Windows service is a computer program that operates in the background. It is similar in concept to </span><span style=""font-size:10pt"">what in Linux?</span></p>",1,"<p><span style=""font-size:10pt"">Overall Feedback</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+MGp62O,assessment.accelerate-people.co.uk+201014173259+zdDs3m,0,1602696779,2,2,
32,2,26,deferredfeedback,32,1,1.0000000,0.0000000,1.0000000,0,"What is the correct typical status sequences of maintenance tasks
: pending, fixed, escalation, open/closed
; open, fixed, escalation, pending, closed
; open, pending, escalation, fixed, closed
; open, pending, fixed, escalation, closed
","open, pending, fixed, escalation, closed
",,1602696779,11,0,Q32,"<p><span style=""font-size:10pt"">What is the correct t</span><span style=""font-size:10pt"">ypical status sequences of maintenance tasks</span></p>",1,"<p><span style=""font-size:10pt"">open - initial recording of task</span><span style=""font-size:10pt""> (</span><span style=""font-size:10pt"">    customer details</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">description of task</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">time</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">business impact</span><span style=""font-size:10pt"">, s</span><span style=""font-size:10pt"">ystem(s) impacted</span><span style=""font-size:10pt"">)</span></p><p><span style=""font-size:10pt"">pending - waiting further input or information needed to progress</span></p><p><span style=""font-size:10pt"">fixed - awaiting confirmation an issue is resolved</span></p><p><span style=""font-size:10pt"">escalation - send the task to a more technically specialised team or more senior member of staff</span></p><p><span style=""font-size:10pt"">closed - confirmed complete with documented diagnosis and fix</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+cLAGQE,assessment.accelerate-people.co.uk+201014173259+CFmRhM,0,1602696779,2,2,
33,2,27,deferredfeedback,33,1,1.0000000,0.0000000,1.0000000,0,"Consider the following tasks, which would you do first?
: New software to be installed on multiple systems
; Projector and video feed not working just before an important sales meeting
; Company director is unable to print
; One user unable to login
","Projector and video feed not working just before an important sales meeting
",,1602696779,11,0,Q33,"<p><span style=""font-size:10pt"">Consider the following tasks, which would you do first? </span></p>",1,"<p><span style=""font-size:10pt"">Whilst all these jobs are important you must prioritize tasks according to business impact and number of users affected, one user is less important (regardless of who they are) than multiple users, you must also consider the impact the problem could have on an important sales meeting. This problem is “live” and must be resolved asap. Software updates would likely not prevent users accessing their system. Review the notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9090""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9090</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+XGOHdz,assessment.accelerate-people.co.uk+201014173259+w6g9oi,0,1602696779,2,2,
34,2,28,deferredfeedback,34,1,1.0000000,0.0000000,1.0000000,0,"What is a commitment between a service provider and a client
: Computer use policy
; Terms and conditions
; A Service-level agreement
; A Business Statement
","A Service-level agreement
",,1602696779,11,0,Q34,"<p><span style=""font-size:10pt"">What </span><span style=""font-size:10pt"">is a commitment between a service provider and a client</span></p>",1,"<p><span style=""font-size:10pt"">A service-level agreement (SLA) is a commitment between a service provider and a client. Particular aspects of the service – quality, availability, responsibilities – are agreed between the service provider and the service user.</span><span style=""font-size:10pt""> </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9089""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9089</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+b9MJpe,assessment.accelerate-people.co.uk+201014173259+DnRJNr,0,1602696779,2,2,
35,2,29,deferredfeedback,35,1,1.0000000,0.0000000,1.0000000,0,"What is true when considering personal and permiter firewalls?
: A permeter firewall is usually less complex and less expensive than a personal firewall
; A personal firewall will usually be a dedicated device on the network.
; A perimeter firewall is the main defense in the perimeter of a private network
; A personal firewall will protect the permiter of the network against any external threats
","A perimeter firewall is the main defense in the perimeter of a private network
",,1602696779,11,0,Q35,"<p><span style=""font-size:10pt"">What is true when considering personal and permiter firewalls?</span></p>",1,"<p><span style=""font-size:10pt"">Overall Feedback</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+BQ72YS,assessment.accelerate-people.co.uk+201014173259+Zh7EUm,0,1602696779,2,2,
36,2,30,deferredfeedback,36,1,1.0000000,0.0000000,1.0000000,0,"You need to securely connect to the console of a firewall in the company in order to add some rules, this firewall does not have a web/graphical interface, which remote support protocol or service would be best suited?
: VNC
; Telnet
; SSH
; RDP
","SSH
",,1602696779,11,0,Q36,"<p><span style=""font-size:10pt"">You need to securely connect to the console of a firewall in the company in order to add some rules, this firewall does not have a web/graphical interface, which remote support protocol or service would be best suited? </span></p>",1,"<p><span style=""font-size:10pt"">RDP stands for Remote Desktop Protocol. It is a proprietary protocol built by Microsoft to let users graphically control a remote computer.</span></p><p><span style=""font-size:10pt"">VNC stands for Virtual Network Computing. It’s an open platform independent graphical desktop sharing system designed to remotely control another computer. </span></p><p><span style=""font-size:10pt"">SSH, also known as Secure Socket Shell, is a network protocol that provides administrators with a secure way to access a remote computer. SSH also refers to the suite of utilities that implement the protocol. Most Linux computers will use SSH, there are also many devices such as firewalls and switches that can be accessed using SSH.</span></p><p><span style=""font-size:10pt"">Telnet is also worth a mention here as it can also be used to connect to devices, however telnet is not a secure connection and so it's use must be carefully considered.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+2KtyUs,assessment.accelerate-people.co.uk+201014173259+6avggf,0,1602696779,2,2,
4,2,31,deferredfeedback,4,1,1.0000000,0.0000000,1.0000000,0,"Read the descriptions below, which is incorrect?
: Web Proxy Server: A proxy server sits between a client program (typically a Web browser) and an external server and is used exclusively for load balancing between client and distributed remote systems
; Mail server: Mail servers move and store mail over corporate networks (via LANs and WANs) and across the Internet.
; DNS server: A DNS server is a computer server that contains a database of IP addresses and their associated hostnames (the names we type such as www.google.com), and in most cases, serves to resolve, or translate, those common names to IP addresses as requested.
; File server: a computer and storage device dedicated to storing files. Any user on the network can store files on the server.
","Web Proxy Server: A proxy server sits between a client program (typically a Web browser) and an external server and is used exclusively for load balancing between client and distributed remote systems
",,1602696779,11,0,Q4,"<p><span style=""font-size:10pt"">Read the descriptions below, which is incorrect?</span></p>",1,"<p><span style=""font-size:10pt"">Web Proxy Server: A proxy server sits between a client program (typically a Web browser) and an external server (typically another server on the Web) to filter requests, improve performance, and share connections.</span><span style=""font-size:10pt""> Whilst a web proxy can perform a degree of load balancing it is not its exclusive/primary purpose. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+1rUrhH,assessment.accelerate-people.co.uk+201014173259+HdmpMt,0,1602696779,2,2,
5,2,32,deferredfeedback,5,1,1.0000000,0.0000000,1.0000000,0,"A network is defined as a group of two or more computer systems linked together, which of the following is NOT a valid computer network type?
: CAN
; MAN
;  FAN
; HAN
"," FAN
",,1602696779,11,0,Q5,"<p><span style=""font-size:10pt"">A network is defined as a group of two or more computer systems linked together</span><span style=""font-size:10pt"">, which of the following is NOT a valid computer network type?</span></p>",1,"<p><span style=""font-size:10pt"">local-area networks (LANs): The computers are geographically close together (that is, in the same building).</span></p><p><span style=""font-size:10pt"">wide-area networks (WANs): The computers are farther apart and are connected by telephone lines or radio waves.</span></p><p><span style=""font-size:10pt"">campus-area networks (CANs): The computers are within a limited geographic area, such as a campus or military base.</span></p><p><span style=""font-size:10pt"">metropolitan-area networks (MANs): A data network designed for a town or city.</span></p><p><span style=""font-size:10pt"">home-area networks (HANs): A network contained within a user's home that connects a person's digital devices.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+ak0qZv,assessment.accelerate-people.co.uk+201014173259+5ODE4q,0,1602696779,2,2,
6,2,33,deferredfeedback,6,1,1.0000000,0.0000000,1.0000000,0,"Which service model would you be using to access your emails through a browser?
: IaaS
; PaaS
; SaaS
; DaaS
","SaaS
",,1602696779,11,0,Q6,"<p><span style=""font-size:10pt"">Which service model would you be using to access your emails through a browser?</span></p>",1,"<p><span style=""font-size:10pt"">Please review notes and diagram here </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9098""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9098</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+4PfDv3,assessment.accelerate-people.co.uk+201014173259+FN6KHE,0,1602696779,2,2,
7,2,34,deferredfeedback,7,1,1.0000000,0.0000000,1.0000000,0,"Which is true of a class B network?
: supports 16 million hosts on each of 126 networks
; supports 65,000 hosts on each of 16,000 networks
; Is used for multicasting only
; supports 254 hosts on each of 2 million networks
","supports 65,000 hosts on each of 16,000 networks
",,1602696779,11,0,Q7,"<p><span style=""font-size:10pt"">Which is true of a class B network?</span></p>",1,"<p><span style=""font-size:10pt"">Class A - supports 16 million hosts on each of 126 networks</span></p><p><span style=""font-size:10pt"">Class B - supports 65,000 hosts on each of 16,000 networks</span></p><p><span style=""font-size:10pt"">Class C - supports 254 hosts on each of 2 million networks</span></p><p><span style=""font-size:10pt"">Class D is used for </span><span style=""font-size:10pt"">muticast</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+Ece3J9,assessment.accelerate-people.co.uk+201014173259+BykdyY,0,1602696779,2,2,
8,2,35,deferredfeedback,8,1,1.0000000,0.0000000,1.0000000,0,"What are the correct ranges for classes A,B and C networks?
: Class A1.0.0.1 to 126.255.255.254

Class B128.1.0.1 to 191.255.255.254

Class C192.0.1.1 to 223.255.254.254
; Class A1.0.0.1 to 126.255.255.254

Class B128.1.0.1 to 223.255.255.254

Class C224.0.1.1 to 255.255.254.254
; Class A1.0.0.1 to 99.255.255.254

Class B100.1.0.1 to 199.255.255.254

Class C200.0.1.1 to 299.255.254.254
; Class A1.0.0.1 to 126.255.255.254

Class B64.1.0.1 to 127.255.255.254

Class C128.0.1.1 to 223.255.254.254
","Class A1.0.0.1 to 126.255.255.254

Class B128.1.0.1 to 191.255.255.254

Class C192.0.1.1 to 223.255.254.254
",,1602696779,11,0,Q8,"<p><span style=""font-size:10pt"">What are the correct ranges for classes A,B and C networks?</span></p>",1,"<p><span style=""font-size:10pt"">We usually simplify to the following, but the question is correct, the summart below is simplified to the first “octet” </span></p><p><span style=""font-size:10pt"">Class A – 1 to 126</span></p><p><span style=""font-size:10pt"">Class B – 128 to 191</span></p><p><span style=""font-size:10pt"">Class C – 192 to 223 </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+fADBo6,assessment.accelerate-people.co.uk+201014173259+5BPCZP,0,1602696779,2,2,
9,2,36,deferredfeedback,9,1,1.0000000,0.0000000,1.0000000,0,"How might you go about finding out your EXTERNAL IP address on a Windows system?
: Use a site like whatismyipaddress.com in the web browser
; Type ipconfig at the command prompt
; Type ipconfig /all at the command prompt
; Connect to the DHCP server to look it up
","Use a site like whatismyipaddress.com in the web browser
",,1602696779,11,0,Q9,"<p><span style=""font-size:10pt"">How might you go about finding out your EXTERNAL IP address on a Windows system?</span></p>",1,"<p><span style=""font-size:10pt"">Be sure to understand the difference between external and internal addresses, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9104""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9104</span></a> </p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+QHThje,assessment.accelerate-people.co.uk+201014173259+DeDEkU,0,1602696779,2,2,
28,3,1,deferredfeedback,28,1,1.0000000,0.0000000,1.0000000,0,"Check Disk (chkdsk) is a command run utility that is used on DOS and Microsoft Windows-based systems to check the file system, Linux has a similar command, what is it?
: gparted
; chkdsk
; fdisk
; Fsck
","fdisk
",,1602696779,11,0,Q28,"<p><span style=""font-size:10pt"">Check Disk (chkdsk)</span><span style=""font-size:10pt""> </span><span style=""font-size:10pt"">is a command run utility that is used on DOS and Microsoft Windows-based systems to check the file system</span><span style=""font-size:10pt"">, Linux has a similar command, what is it?</span></p>",1,"<p><span style=""font-size:10pt"">The system utility fsck (file system consistency check) is a tool for checking the consistency of a file system in Unix and Unix-like operating systems, such as Linux, macOS, and FreeBSD. A similar command, CHKDSK, exists in Microsoft Windows and (its ancestor) MS-DOS</span><span style=""font-size:10pt"">.</span></p><p> </p><p><span style=""font-size:10pt"">The other options listed are valid Linux commands and do relate to file systems, most specifically with the creation and management of partitions. </span><span style=""font-size:10pt"">Gparted</span><span style=""font-size:10pt""> can be used on both Windows and Linux. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+mVFoAt,assessment.accelerate-people.co.uk+201014173259+aHbPZq,0,1602696779,2,2,
1,3,2,deferredfeedback,1,1,1.0000000,0.0000000,1.0000000,0,"Which of these is NOT a COMMON type of record you would keep in your computer maintenance system
: System ID (/serial number)
; Department / location
; Purpose of maintenance activity
; Software version number / release candidate
","Software version number / release candidate
",,1602696778,11,0,Q1,"<p><span style=""font-size:10pt"">Which of these is NOT a </span><strong><span style=""font-size:10pt"">common</span></strong><span style=""font-size:10pt""> type of record you </span><span style=""font-size:10pt"">would</span><span style=""font-size:10pt""> keep in your computer maintenance system</span></p>",1,"<p><span style=""font-size:10pt"">Software information may be stored but is not a common item to be recorded. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173258+i9pZEm,assessment.accelerate-people.co.uk+201014173258+wPEOmO,0,1602696778,2,2,
10,3,3,deferredfeedback,10,1,1.0000000,0.0000000,1.0000000,0,"Consider the following CIDR notations and their correspondong subnet masks, one of these does not match, which is it?
: 255.0.0.0 / 24
; 255.255.255.255 / 32
; 255.255.0.0 / 16
","255.0.0.0 / 24
",,1602696779,11,0,Q10,"<p><span style=""font-size:10pt"">Consider the following CIDR notations and their correspondong subnet masks, one of these does not match, which is it?</span></p>",1,"<p><span style=""font-size:10pt"">Please review the table here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9104""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9104</span></a><span style=""font-size:10pt""> </span></p><p><span style=""font-size:10pt"">The CIDR is essentially the number of 1’s used to make the address, so 255 is 8 bits of 1, so each 255 octet is worth 8. 255 = 8, 255.255 = 16 and so on. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+WvU7ay,assessment.accelerate-people.co.uk+201014173259+ERgvCO,0,1602696779,2,2,
11,3,4,deferredfeedback,11,1,1.0000000,0.0000000,1.0000000,0,"DNS (Domain Name System) usees what port?
: 23
; 67
; 25
; 53
","53
",,1602696779,11,0,Q11,"<p><span style=""font-size:10pt"">DNS (Domain Name System) usees what port?</span></p>",1,"<p><span style=""font-size:10pt"">DNS is port 53, more ports can be found here </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9115""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9115</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+IZa4S0,assessment.accelerate-people.co.uk+201014173259+tEIZrG,0,1602696779,2,2,
12,3,5,deferredfeedback,12,1,1.0000000,0.0000000,1.0000000,0,"How many bits long are IPv4 and IPv6 addresses?
: IPv4 is 32 bit, IPv6 is 64 bit
; IPv4 is 32 bit, IPv6 is 128 bit
; IPv4 is 64 bit, IPv6 is 128 bit
; IPv4 is 32 bit, IPv6 is 256 bit
","IPv4 is 32 bit, IPv6 is 128 bit
",,1602696779,11,0,Q12,"<p><span style=""font-size:10pt"">How many bits long are IPv4 and IPv6 addresses?</span></p>",1,"<p><span style=""font-size:10pt"">IPv4 is 32 bit, IPv6 is 128 bit</span><span style=""font-size:10pt"">, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9105""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9105</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+kRFNSi,assessment.accelerate-people.co.uk+201014173259+kIZVFB,0,1602696779,2,2,
13,3,6,deferredfeedback,13,1,1.0000000,0.0000000,1.0000000,0,"What type of numbering system does IPv6 use when written in human readable format
: Decimal
; Binary
; Denary
; Hexadecimal
","Hexadecimal
",,1602696779,11,0,Q13,"<p><span style=""font-size:10pt"">What type of numbering system does IPv6 use when written in human readable format</span></p>",1,"<p><span style=""font-size:10pt"">IPv4, each octet consists of a decimal number ranging from 0 to 255. These numbers are typically separated by periods. In IPv6, addresses are expressed as a series of eight 4-character hexadecimal numbers, which represent 16 bits each (for a total of 128 bits). </span></p><p><span style=""font-size:10pt"">Please review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9105""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9105</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+V4Hzpx,assessment.accelerate-people.co.uk+201014173259+PusqGG,0,1602696779,2,2,
14,3,7,deferredfeedback,14,1,1.0000000,0.0000000,1.0000000,0,"What is 2 to the power of 6? (This is the 7th binary bit)
: 64
; 32
; 12
; 128
","64
",,1602696779,11,0,Q14,"<p><span style=""font-size:10pt"">What is 2 to the power of 6? (This is the 7</span><span style=""font-size:10pt""><sup>th</sup></span><span style=""font-size:10pt""> binary bit)</span></p>",1,"<p><span style=""font-size:10pt"">2x2x2x2x2x2 = 64. Please review the notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9111""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9111</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+uF9kIs,assessment.accelerate-people.co.uk+201014173259+6etmUb,0,1602696779,2,2,
15,3,8,deferredfeedback,15,1,1.0000000,0.0000000,1.0000000,0,"Convert 234 into 8 bit binary.
: 010111111
; 010101010
; 111101010
; 011101010
","011101010
",,1602696779,11,0,Q15,"<p><span style=""font-size:10pt"">Convert 234 into 8 bit binary. </span></p>",1,"<p><span style=""font-size:10pt"">Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+CRJsZ5,assessment.accelerate-people.co.uk+201014173259+9OnI7K,0,1602696779,2,2,
16,3,9,deferredfeedback,16,1,1.0000000,0.0000000,1.0000000,0,"Calculate 10110011 AND 11101110, then convert it to decimal.
: 160
; 156
; 162
; 158
","162
",,1602696779,11,0,Q16,"<p><span style=""font-size:10pt"">Calculate 10110011 AND 11101110, then convert it to decimal.</span></p>",1,"<p><span style=""font-size:10pt"">10100010</span><span style=""font-size:10pt""> is the binary, remember AND requires both bits to be on. </span><span style=""font-size:10pt"">10100010</span><span style=""font-size:10pt""> in binary is 162. Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+VEi1Ls,assessment.accelerate-people.co.uk+201014173259+TPoqqA,0,1602696779,2,2,
17,3,10,deferredfeedback,17,1,1.0000000,0.0000000,1.0000000,0,"Calculate 11110000 OR 00001111 and convert to decimal. Hint: You shouldn’t need a calculator for this one (but it’s OK if you do use one)
: 128
; 255
; 256
; 127
","255
",,1602696779,11,0,Q17,"<p><span style=""font-size:10pt"">Calculate 11110000 OR 00001111 and convert to decimal. Hint: You shouldn’t need a calculator for this one (but it’s OK if you do use one)</span></p>",1,"<p><span style=""font-size:10pt"">OR is either bit, so in this example we end up with 11111111, which we should know is 255 as this is the sum of all the 8 bits. Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+KlD49q,assessment.accelerate-people.co.uk+201014173259+W2SWGO,0,1602696779,2,2,
18,3,11,deferredfeedback,18,1,1.0000000,0.0000000,1.0000000,0,"Calculate NOT 10101010 in binary.
: 101010
; 10111011
; 11010101
; 1010101
","1010101
",,1602696779,11,0,Q18,"<p><span style=""font-size:10pt"">Calculate NOT </span><span style=""font-size:10pt"">10101010</span><span style=""font-size:10pt""> in binary. </span></p>",1,"<p><span style=""font-size:10pt"">NOT simply inverts the bits,</span><span style=""font-size:10pt""> note that sometimes the leading bit is omitted, as in this example. When there are less than 8 bits start at the lowest (on the left) and assume missing bits (on the right) are 0.</span></p><p><span style=""font-size:10pt"">Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+K0CqMd,assessment.accelerate-people.co.uk+201014173259+MYkgH0,0,1602696779,2,2,
19,3,12,deferredfeedback,19,1,1.0000000,0.0000000,1.0000000,0,"Identify the network part of this address: 192.168.100.50 / 16
: 192.168
; 192.168.100
; 168.100.50
; 100.50
","192.168
",,1602696779,11,0,Q19,"<p><span style=""font-size:10pt"">Identify the network part of this address: 192.168.100.50 / 16</span></p>",1,"<p><span style=""font-size:10pt"">Remember the host part is on the right and the network part is on the left, the CIDR (or subnet mask) tells you how many bits to apply to each, so in a /16 half is the host the other is the network part. In a /8 the first octet is the network part and the remaining /24 are the host parts. Refer to slides / presentation. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+H2pZmA,assessment.accelerate-people.co.uk+201014173259+uM07r1,0,1602696779,2,2,
2,3,13,deferredfeedback,2,1,1.0000000,0.0000000,1.0000000,0,"Which of these is NOT a purpose for keeping maintenance records
: To meet organisational guidelines / policies
; To improve quality of future maintenance work
; Help with scheduling periodic routine maintenance
; Record of the work completed for customers
","To meet organisational guidelines / policies
",,1602696778,11,0,Q2,"<p><span style=""font-size:10pt"">Which of these is NOT a purpose for keeping maintenance records</span></p>",1,"<p><span style=""font-size:10pt"">Whilst it is likely you will have some organisational guidelines in place which may or may not include maintenance processes this is not the REASON you would keep the records.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173258+7iyDAp,assessment.accelerate-people.co.uk+201014173258+NWBBte,0,1602696778,2,2,
20,3,14,deferredfeedback,20,1,1.0000000,0.0000000,1.0000000,0,"Identify the host part of this address: 172.16.0.30 / 8
: 172.16
;  172.16.0
; 16.0.30
; 0.30
","16.0.30
",,1602696779,11,0,Q20,"<p><span style=""font-size:10pt"">Identify the host part of this address: 172.16.0.30 / 8</span></p>",1,"<p><span style=""font-size:10pt"">Remember the host part is on the right and the network part is on the left, the CIDR (or subnet mask) tells you how many bits to apply to each, so in a /16 half is the host the other is the network part. In a /8 the first octet is the network part and the remaining /24 are the host parts. Refer to slides / presentation.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+McFfBy,assessment.accelerate-people.co.uk+201014173259+dZh6vR,0,1602696779,2,2,
21,3,15,deferredfeedback,21,1,2.0000000,0.0000000,1.0000000,0,"Which of the following statements are true? (select TWO only)
: Video requires the least bandwidth
; Data requires the least bandwidth
; Data requires the most bandwidth
; Voice requires the most bandwidth
; Voice requires the least bandwidth
; Video requires the most bandwidth
",,,1602696779,11,0,Q21,"<p><span style=""font-size:10pt"">Which o</span><span style=""font-size:10pt"">f the following statements are true? (select </span><strong><span style=""font-size:10pt"">two</span></strong><span style=""font-size:10pt""> only)</span></p>",1,"<p><span style=""font-size:10pt"">The order is (from lowest to highest), Data, Voice, Video</span></p><p> </p>",1,2.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+DSVT5X,assessment.accelerate-people.co.uk+201014173259+JaeNXZ,0,1602696779,2,2,
22,3,16,deferredfeedback,22,1,1.0000000,0.0000000,1.0000000,0,"When playing a MMORPG (Massively multiplayer online role-playing game) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of?
: Lag
; FPS Decrease
; Jitter
; Lost packets
","Jitter
",,1602696779,11,0,Q22,"<p><span style=""font-size:10pt"">When playing a MMORPG (</span><span style=""font-size:10pt"">Massively multiplayer online role-playing game</span><span style=""font-size:10pt"">) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of? </span></p>",1,"<p><span style=""font-size:10pt"">Whilst you may experience a FPS loss in this example (due to the additional processing requirements), which may also contribute to a higher ping, the actual term for the variance in ping from one moment to the next is called Jitter. Lag is simply the time taken for the data to be received. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+UdfWkC,assessment.accelerate-people.co.uk+201014173259+MHUpJ9,0,1602696779,2,2,
23,3,17,deferredfeedback,23,1,1.0000000,0.0000000,1.0000000,0,"What type of address would you typically assign to a server?
: DHCP
; Dynamic
; APIPA
; Static
","Static
",,1602696779,11,0,Q23,"<p><span style=""font-size:10pt"">What type of address </span><span style=""font-size:10pt"">would you typically assign to a server?</span></p>",1,"<p><span style=""font-size:10pt"">A static address will usually be assigned on a server as we would not want these addresses to change.</span></p><p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9113""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9113</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+U3W5R5,assessment.accelerate-people.co.uk+201014173259+jhwvog,0,1602696779,2,2,
